tolsti	tol·sti	to'e sisti	polar opposite + cease	begin	$x_{1}$ [agent] begins activity/process/state $x_{2}$.
glipre	gli·pre	glico prenu	English + people	Englishman	$x_1$ is an English person / is a person that shows traits $x_2$ related to England / English culture.
sormei	sor·mei	so'i mei	many + cardinal selbri	numerous	$x_1$ are numerous/many
cizda'u	ciz·da'u	cizra danlu	strange + animal	freak	$x_1=c_1=d_1$ is a monster/freak of species $x_2=d_2$, monstrous/freakish in property $x_4=c_3$ according to $x_3=c_4$.
seltau	sel·tau	se tanru	2⇄1 + binary metaphor	binary metaphor modifier	$x_1$ is the modifying part of binary metaphor $x_2$ with modified part/modificand $x_3$ giving meaning $x_4$ in usage/instance $x_5$
samxa'a	sam·xa'a	skami xatra	computer + letter	electronic mail	$xa_1$ is an e-mail to intended audience $xa_2$ from author/originator $xa_3$ with content $xa_4$.
nadmau	nad·mau	nandu zmadu	difficult + exceed	harder	$x_1$ is more difficult/harder than $x_2$ for $x_3$ by amount $x_4$
japyvla	japy·vla	jaspu valsi	account + word	password	$v_1=j_1$ is a password [issued to]/[used by] $j_2$ (person), issued/confirmed by authority $j_3$ allowing $j_4$ (activity), in language $v_3$.
cabycedra	caby·cedra	cabna cedra	concurrent + era	modern era	$ce_1$ is the modern era.
tolclite	tol·clite	to'e clite	polar opposite + polite	impolite	$c_1$ is rude in matter $c_2$ according to standard/custom $c_3$.
nungle	nun·gle	nu gletu	event abstract + copulate	coitus	$x_1$ is coitus/mating/sex/sexual activity (more accurately: the event therof) between $x_2$ and/with $x_3$
lojbangirzu	loj·ban·girzu	logji bangu girzu	logic + language + group	LLG	$x_1$ is the Logical Language Group (LLG).
ctitci	cti·tci	citka tutci	eat + instrument	cutlery	$t_1$ is cutlery for eating $c_2$.
cadycta	cady·cta	cando catlu	idle + look	lurks	$cat_1=can_1$ is a lurker/inactively watches $cat_2$
fukygau	fuky·gau	fukpi gasnu	copy + bring about	to copy	$g_1$ (agent) creates copy $f_1$ of $f_2$ in form/medium $f_3$ by method $f_4$ (event).
tolmle	tol·mle	to'e melbi	polar opposite + beautiful	ugly	$x_{1}$ is ugly to $x_{2}$ in aspect $x_{3}$ (ka) by aesthetic standard $x_{4}$.
darvistci	dar·vis·tci	darno viska tutci	far + see + instrument	telescope	$t_1$ is a telescope for seeing $v_2=d_1$ which is far from $d_2$.
selti'i	sel·ti'i	se stidi	2⇄1 + propose	suggestion	$x_1$ is a suggestion made by $x_2$ to audience $x_3$
pavdei	pav·dei	pa djedi	1 + full day	monday	$x_1$ is a Monday of week $x_2$ on calendar $x_3$.
bratce	bra·tce	barda mutce	big + extreme	enormous	$m_1=b_1$ is very big/great/huge/enormous in the property of $b_2$(ka) as compared with standard/norm $b_3$.
sipydji	sipy·dji	sipna djica	sleep + desire	dozy	$d_1=s_1$ is drowsy/sleepy.
prulamjeftu	pru·lam·jeftu	purci lamji jeftu	past + adjacent + week	previous week	$j_1=p_1$ is the week directly before $p_2$ by standard $j_3$.
ki'icne	ki'i·cne	ckini cenba	related + vary	transition	$x_1$ varies in what it is in relation $x_2$ to, transiting to a relation with $x_3$ from one with $x_4$
visygau	visy·gau	viska gasnu	see + bring about	show	$x_1$ makes $x_2$ see (perceive visually) $x_3$ under conditions $x_4$
selbrisle	sel·bri·sle	se bridi selci	2⇄1 + predicate + cell		$x_1$ is a tanru unit.
zvasisku	zva·sisku	zvati sisku	at + seek	look for	$x_1=s_1$ looks for the location of $x_2=z_1$ among location(s) $x_3=s_3=z_2$
carna'ivinji	car·na'i·vinji	carna nalci vinji	turn + wing + airplane	helicopter	$x_1$ is a helicopter for carrying $x_2$, propelled by $x_3$.
gugypau	gugy·pau	gugde pagbu	country + part	province	$p_1$ is a state/province/region (first-level administrative division) of country $p_2=g_1$.
zdicaudri	zdi·cau·dri	zdile claxu badri	amusing + lack + dejected	bored	$z_2=c_1=b_1$ is bored, lacking amusement $c_2=z_1$.
brafe'a	bra·fe'a	barda fenra	big + crack	abyss	$f_1=b_1$ is an abyss in $f_2$, large as compared with standard/norm $b_3$.
vlacku	vla·cku	valsi cukta	word + book	dictionary	$c_1$ is a dictionary concerning $c_3$ authored by $c_3$ intended for $c_4$ in medium $c_5$.
stogau	sto·gau	stodi gasnu	constant + bring about	conserve	$g_1$ maintains/preserves/keeps up/conserves  $s_1$ in condition $s_2$ (ka) under (external) conditions $s_3$
vanjba	van·jba	vanju jbari	wine + berry	grape	$x_1$ is a grape of species/variety $x_2$.
banskepre	ban·ske·pre	bangu saske prenu	language + lore + people	linguist	$p_1$ is a linguist (scientist).
nalju'i	nal·ju'i	na'e jundi	scalar contrary + attend	distracted	$x_1$ is inattentive towards/distracted/inadvertent of object/affair $x_2$.
jbobadna	jbo·badna	lojbo badna	Lojbanic + banana	Lojbanana	(informal) $x_1$ is a member of the Lojban community.
dafyfa'i	dafy·fa'i	danfu facki	answer + discover	find solution	$f_1$ finds solution/answer to problem/question $f_3=d_2$
bavlamjeftu	bav·lam·jeftu	balvi lamji jeftu	future + adjacent + week	next week	$j_1=b_1$ is the week directly after $b_2$ by standard $j_3$.
jvame'o	jva·me'o	javni mekso	rule + MEX	regex	$x_1$ is a regular expression matching strings $x_2$ and capturing groups $x_3$, using flags/options/extensions $x_4$.
cabjeftu	cab·jeftu	cabna jeftu	concurrent + week	current week	$j_1=c_1$ is this week; $j_1=c_1$ is the week occuring at the same time as $c_2$, week standard $j_3$.
relxilma'e	rel·xil·ma'e	re xislu marce	2 + wheel + vehicle	bicycle	$m_1$ is a bicycle/motorcycle carrying $m_2$ on surface $m_3$, propelled by $m_4$.
smugau	smu·gau	smuni gasnu	meaning + bring about	refer	$g_1$ refers to $s_1$ with expression $s_2$ recognized by $s_3$.
tolyli'a	toly·li'a	to'e cliva	polar opposite + leave	arrive	$c_1$ arrives at $c_2$ via route $c_3$.
xraci'a	xra·ci'a	pixra ciska	picture + write	draw	$c_1=p_3$ draws picture $c_2=p_1$ on medium $c_3=p_4$ with implement $c_4$ depicting $p_2$.
spebi'o	spe·bi'o	speni binxo	married + become	marry	$x_1$ marries $x_2$ according to marriage traditions/custom/law $x_3$.
ficysi'u	ficy·si'u	frica simxu	differ + mutual	contrast	$s_1$ (set) differs/are distinct from/contrasts with/are unlike each other in property/dimension/quantity $f_3$.
kelgi'a	kel·gi'a	kelci gidva	play + conduct	DM	$g_1$ is a game master/dungeon master for players $k_1=g_2$ in role-playing game $g_3$.
zilbri	zil·bri	zi'o bridi	nonexistent it + predicate		$x_1$ (predicate) is true when applied to argument list $x_2$ (sequence)
dicysro	dicy·sro	dikca sorcu	electric + hold	battery	$s_1$ is a battery in containment $s_3$.
fletrogusmi'i	fle·tro·gus·mi'i	flecu jitro gusni minji	flow + control + illumine + machine	traffic light	$x_1$ is a traffic light
ba'urtadji	ba'u·rta·dji	bacru ??? djica	utter + ??? + desire	accent	$t_1$ is $b_1$'s pronunciation of utterance $b_2$ under conditions $t_3$.
gusycai	gusy·cai	gusni carmi	illumine + intense	gleam	$x_{1}$ gleams/shines on to $x_{2}$, the light source being $x_{3}$.
faxycpe	faxy·cpe	fraxu cpedu	forgive + ask	apologize	$x_1$ apologizes to $x_2$ / asks $x_2$ for forgiveness for action $x_3$ (property of $x_1$)
zu'ejdi	zu'e·jdi	zukte jdice	act + decide	decide to do	$x_1$ decides to do $x_2$ (ka)
keijvi	kei·jvi	kelci jivna	play + compete	compete	keijvi ��� $x_1$ competes/vies with opponent $x_2$ in game $x_3$
ki'ogra	ki'o·gra	kilto grake	1000 + gram	kilogram	$g_1$ is $g_2$ kilograms in mass by standard $g_3$.
ji'isku	ji'i·sku	jinvi cusku	opine + express	to express an opinion	$j_1=c_1$ expresses/says opinion $c_2$ (sedu'u/text/lu'e concept) about subject/issue $j_3$ to audience $c_3$ via expressive medium $c_4$ on grounds $j_4$.
tanbargu	tan·bargu	tsani bargu	sky + arch	rainbow	$b_1$ is a rainbow at location $b_2=t_2$, made of water droplets $b_3$.
brabracrida	bra·bra·crida	barda barda crida	big + big + demon	giant	$c_1=b_1$ is a giant of mythos/religion $c_2$, huge as compared with standard/norm $b_3$.
da'asnu	da'a·snu	damba casnu	fight + converse	argue	$c_1$ (mass normally, but 1 individual/jo'u possible) argues/quarrels about topic/subject $c_2=d_3$ with opponent $x_3=d_2$.
tersei	ter·sei	te sepli	3⇄1 + apart		$x_1$ is the spatial distance between $x_2$ and $x_3$
zukyjdipei	zuky·jdi·pei	zukte jdice pensi	act + decide + think	consider	$x_1$ considers/decides whether or not to do $x_2$ (ka)
jbebau	jbe·bau	jbena bangu	born + language	native language	$x_1$ is the native language of $x_2$
sispe'i	sis·pe'i	sisku penmi	seek + meet	find	$s_1=p_1$ finds $s_2=p_2$ at/in location $p_3$.
kibyca'o	kiby·ca'o	??? canko	??? + window	browser	$c_1$ is a web browser for retrieving/presenting/traversing information $k_1$.
terpli	ter·pli	te pilno	3⇄1 + use	purpose	$x_1$ (abstraction) is the purpose of $x_2$, used by $x_3$
selnei	sel·nei	se nelci	2⇄1 + fond	liked	$x_1$ is liked by $x_2$.
galcpare	gal·cpare	galtu cpare	high + climb	climb	$x_1=c_1$ climbs/[goes up/ascends] upwards on wall/fence/mountain/boulder/obstacle $x_2=c_2$ using $x_3=c_4$ [limbs/tools/equipment] towards top/summit $x_4=g_1$ from base/floor/baseline/standard height $x_5=g_3$.
vlasle	vla·sle	valsi selci	word + cell	lexeme	$s_1$=$v_1$ (quote) is a linguistic/conceptual lexeme for word/concept $v_2$, being the most basic subunit of $s_2$, in language $v_3$
kertinytci	ker·tiny·tci	kerlo tirna tutci	ear + hear + instrument	earphone	$x_1$ is an earphone/headphone
cmatce	cma·tce	cmalu mutce	small + extreme	tiny	$x1=c1=m1$ is tiny in property\dimension $x2=c2$ by standard $x3=c3$
tolkargu	tol·kargu	to'e kargu	polar opposite + costly	cheap	$k_1$ (object/commodity/property/event) is inexpensive to $k_2$ by standard $k_3$.
gafygau	gafy·gau	galfi gasnu	modify + bring about		$x_1$ (agent) causes $x_2$ (event) to modify/alter/change/transform/convert $x_3$ into $x_4$
kumyzda	kumy·zda	kumfa zdani	room + nest	apartment	$z_1=k_1$ is an apartment for $z_2$ in structure $k_2$.
dzadza	dza·dza	da da	something 1 + something 1	counting quantification	$x_1$ (number) is the quantity of specimens in the domain of discourse that satisfy the property $x_2$
jbikla	jbi·kla	jibni klama	near + come	approach	$x_1=j_1=k_1$ approaches $x_2=j_2=k_2$ from $x_3=k_3$ via route $x_4=k_4$ by means of transportation $x_5=k_5$.
nondei	non·dei	no djedi	0 + full day	sunday	$x_1$ is a Sunday of week $x_2$ in calendar $x_3$.
ri'ornimre	ri'o·rni·mre	crino ??? merli	green + ??? + measure	lime	$x_1$ is a lime of variety $x_2$.
gensu'a	gen·su'a	gerna stura	grammar + structure	syntax	$s_1$ is a grammatical structure/syntax of text $s_2=g_3$ defined by the grammar $g_1$ of language $g_2$.
dafsku	daf·sku	danfu cusku	answer + express	answer	$c_1$ (agent) answers $x_2=d_1$ to question/problem $x_3=d_2$.
cfapru	cfa·pru	cfari purci	happen + past	preliminary	$p_1$ is preliminary to $c_1=p_2$'s beginning.
dusfri	dus·fri	dukse lifri	excess + experience	overwhelmed	$x_1$ is satiated/overwhelmed by $x_2$ with property $x_3$ by standard $x_4$; $x_2$ is too much for $x_1$ in property $x_3$ by standard $x_4$.
dalpe'o	dal·pe'o	danlu pendo	animal + friend	pet	$p_1=d_1$ is a pet belonging to $p_2$ of species $d_2$.
gricniselsa'a	gri·cni·sel·sa'a	girzu cinmo se sanga	group + emotion + 2⇄1 + sing	anthem	$s_2$ is the anthem of $g_1$.
selgu'a	sel·gu'a	se gunka	2⇄1 + work	task	$x_{1}$ is a task/work done by $x_{2}$ with goal/objective  $x_{3}$.
voikla	voi·kla	vofli klama	flight + come	fly	$k_1=v_1$ flies to destination $k_2$ from origin $k_3$ to destination $k_4$ using means/vehicle $k_5=v_2$.
dubju'o	dub·ju'o	du djuno	same identity as + know	recognize	$x_1$ recognizes/knows identity of $x_2$ by epistemology $x_3$
vimku'a	vim·ku'a	vikmi kumfa	excrete + room	loo	$x_1=k_1$ is a loo/water closet/[room with toilet], in which $x_2=v_1$ excretes $x_3=v_2$, in home/building/structure $x_4=k_2$ surrounded by partitions/walls/ceiling/floor $x_5=k_3$ (mass/jo'u)
vlaba'u	vla·ba'u	valsi bacru	word + utter	pronounce	$x_1=b_1$ pronounces $x_3=v_1$ as $x_2=b_2$.
mi'afra	mi'a·fra	cmila frati	laugh + react	laugh at	$f_1$ laughs at $f_3$ under conditions $f_4$.
soldei	sol·dei	solri djedi	solar + full day	Sunday	$x_1$ is Sunday of week $x_2$ on calendar $x_3$.
sezyta'a	sezy·ta'a	sevzi tavla	self + talk	self talk	$x_1$ talks to himself/herself/themselves about $x_2$ in language $x_3$
smimlu	smi·mlu	simsa simlu	similar + seem	appear similar to	$siml_1=sims_1$ resembles/looks like/appears to be similar/parallel to $sims_2$ in property/quantity $sims_3$ to observer $siml_3$ under conditions $siml_4$
pormei	por·mei	porsi mei	sequence + cardinal selbri		$x_1$ (sequence) has length $x_2$
selbeiskami	sel·bei·skami	se bevri skami	2⇄1 + carry + computer	laptop	$s_1$ is a laptop/portable computer for purpose $s_2$.
furtirse	fur·tirse	fusra tirse	rotten + iron	rust	$t_1=f_1$ is a quantity of/contains/is made of rust.
daptutra	dap·tutra	dapma tutra	curse + territory	Hell	$t_1=d_2$ is a hell/cursed territory cursed by $t_2=d_1$.
tolracli	tol·racli	to'e racli	polar opposite + sane	irrational	$x_1=r_1$ (action/activity/behavior) is irrational by standard $x_2=r_2$
dausnu	dau·snu	darlu casnu	argue + converse	debate	$c_1$ debate on topic/subject $c_2$.
suzdza	suz·dza	su'o da	at least + something 1	existential quantification	$x_1$ (property) is satisfied by at least one member of the domain of discourse
kaicne	kai·cne	ckaji cenba	attribute + vary	transition	$x_1$ transitions to state $x_2$ from state $x_3$
stuvi'e	stu·vi'e	stuzi vitke	location + attend	visit	$x_1$ visits place $x_2$
kirsku	kir·sku	ckire cusku	grateful + express	give thanks	$x_1$ thanks/gives thanks to $x_2$ for $x_3$ (property) via medium $x_4$
tcokumte	tco·kumte	ketco kumte	South American + camel	alpaca	$x_1$ is a llama/vicu��a/alpaca/guanaco of species $x_2$.
nunsipna	nun·sipna	nu sipna	event abstract + sleep	sleep	$x1=n1$ is a sleep/[an event of sleeping] of $x2=s1$
zilfanva	zil·fanva	zi'o fanva	nonexistent it + translate	translation	$x_1$ (text/utterance) in language $x_2$ translates in language $x_3$ to $x_4$ (text)
jonsi'u	jon·si'u	jorne simxu	joined + mutual	joined at	$x_1$ are joined at/by $x_2$.
smuske	smu·ske	smuni saske	meaning + lore	semantic	$sa_1$ is semantics with methodology $sa_3$.
kulcitsi	kul·citsi	ckule citsi	school + season	semester	$ci_1$ is a term/semester with interval $ci_2$ of year $ci_3$ for school $ck_1$.
frimo'i	fri·mo'i	lifri morji	experience + remember	remember	$x_1$ remembers experience $x_2$ (li'i)
nonselji'u	non·sel·ji'u	no se jvinu	0 + 2⇄1 + scene	invisible	$x_1$ is invisible from point-of-view $x_2$.
greke'a	gre·ke'a	pagre kevna	pass through + cavity	breach	$x_1=k_1$ is a hole in $x_2=k_2=p_2$ to/between $x_3=p_3$ from/and $x_4=p_4$ permitting passage by $x_5=p_1$.
bijyjbu	bijy·jbu	briju jubme	office + table	counter	$x_1=j_1$ is an office desk/counter of material $x_2=j_2$, in office $x_3=b_1$ of worker $x_4=b_2$ at location $x_5=b_3$.
tolylazni	toly·lazni	to'e lazni	polar opposite + lazy	hardworking	$l_1$ (person) is hardworking/working hard at work/effort concerning action $l_2$.
selpu'a	sel·pu'a	se pluka	2⇄1 + pleasant	enjoy	$p_2$ enjoys $p_1$ under condition $p_3$.
zbaske	zba·ske	zbasu saske	build + lore	engineering	$s_1$ is the engineering/technology of/behind products $z_2$ made of materials/parts/components $z_3$.
samca'a	sam·ca'a	skami cabra	computer + apparatus	computer hardware	$c_1$ is a piece of computer hardware for function $c_2$ controlled/used by computer $c_3=s_1$.
brisni	bri·sni	bridi sinxa	predicate + represent	predicate relationship symbols	$x_1$ (text) represents a predicate relationship with relation represented by $x_2$ (text) among referents of $x_3$ that are arguments (sequence/set of texts).
nurgau	nur·gau	snura gasnu	safe + bring about	rescue	$g_1$ [person/agent] rescues/causes $s_1$ to be secure/safe from threat $s_2$.
zaisle	zai·sle	zarci selci	market + cell	shop	$z_1=s_1$ is a shop/store of market/mall $s_2$, selling $x_3=z_2$, operated by $x_4=z_3$.
nafselte'i	naf·sel·te'i	natfe se steci	contradict + 2⇄1 + particular	exception	$x_1$ is an exception/the only one without property $x_2$ among $x_3$
gubycu'a	guby·cu'a	gubni cuxna	public + choose	vote	$c_1$ votes (in a public election) for $c_2$ among choices $c_3$ in electorate $g_2$.
malvla	mal·vla	mabla valsi	bloody + word	bad word	$x_1$ is a "bad word" / swear-word meaning $x_2$ in language $x_3$
xarpei	xar·pei	xanri pensi	imaginary + think	imagine	$p_1 = x_2$ imagines / visualizes imaginary subject / concept $p_2 = x_1$.
ke'usku	ke'u·sku	krefu cusku	recur + express	repeat	$x_1$ repeats  $x_2$ (sedu'u/text) to audience $x_3$ via expressive medium $x_4$ for the $x_5$th time.
selbrisni	sel·bri·sni	se bridi sinxa	2⇄1 + predicate + represent	predicate relationship symbols	$x_1$ (text) represents relation for a predicate relationship represented by $x_2$ (text) among referents of $x_3$ that are arguments (sequence/set of texts).
suzmeidza	suz·mei·dza	su'o mei da	at least + cardinal selbri + something 1	plural counting quantification	$x_1$ (number) is the quantity of individual or plural specimens in the domain of discourse that satisfy the property $x_2$ (plural quantification)
selbasna	sel·basna	se basna	2⇄1 + emphasize	stressed	$x_2=b_1$ emphasizes/accentuates/gives emphasis/stress/accent to $x_1=b_2$ by (action) $x_3=b_3$.
celxa'i	cel·xa'i	cecla xarci	launcher + arm	firearm	$xa_1=c_1$ is a gun/cannon/firearm for use against $xa_2$ by $xa_3$, launching projectile $c_2$ propelled by $c_3$.
cibdei	cib·dei	ci djedi	3 + full day	wednesday	$x_1$ is a Wednesday of week $x_2$ on calendar $x_3$.
ra'abri	ra'a·bri	srana bridi	pertain + predicate	clause	$x_1$ is a relative clause attached to argument $x_2$ with predicate relation $x_3$ among arguments $x_4$.
pelnimre	pel·nimre	pelxu nimre	yellow + citrus	lemon	$x_1$ is a lemon of variety $x_2$.
zdazva	zda·zva	zdani zvati	nest + at	at home	$x_1$ is at home.
cicricfoi	cic·ric·foi	cilce tricu foldi	wild + tree + field	jungle	$f_1$ is a jungle
kosmycau	kosmy·cau	kosmyka'u claxu	use case + lack	futile	$x_1$ is pointless / futile / useless according to $x_2$
nalsti	nal·sti	na'e sisti	scalar contrary + cease	relentless	$s_1$ (agent) is relentless/unceasing in activity/process/state $s_2$.
vondei	von·dei	vo djedi	4 + full day	thursday	$x_1$ is a Thursday of week $x_2$ in calendar $x_3$.
zengau	zen·gau	zenba gasnu	increase + bring about	increase	$x_1$ increases/augments $x_2$ (experiencer) in property/quantity $x_3$ by amount $x_4$.
rontu'a	ron·tu'a	ropno tumla	European + land	Europe	$r_1=t_1$ is Europe
fausno	fau·sno	fasnu masno	event + slow	slow	$f_1=s_1$ (event) happens slowly
clinei	cli·nei	cilre nelci	learn + fond		$x_1=n_1=c_1$ likes learning about $x_2=n_2=c_3$ from source $x_3=c_4$ by method $x_4=c_5$
rictu'a	ric·tu'a	tricu tumla	tree + land	forest	$tu_1$ is a forest of $tr_1$.
nonseldi'a	non·sel·di'a	no se jdima	0 + 2⇄1 + cost	free	$x_1$ is available for free/without cost to $x_2$ from provider $x_3$.
klagau	kla·gau	klama gasnu	come + bring about	bring	$x_1$ brings $x_2$ to $x_3$
cakyrespa	cak·yre·spa	calku ??? spati	shell + ??? + plant	tortoise	$x_1$ is a turtle of species $x_2$.
celga'a	cel·ga'a	cecla grana	launcher + cane	arrow	$g_1=c_2$ is an arrow made of $g_2$ fired/launched by $c_1$.
snigau	sni·gau	sinxa gasnu	represent + bring about	assign	$x_1$ assigns symbol/variable $x_2$ to value/referent $x_3$ for observer $x_4$.
terbrimei	ter·bri·mei	te bridi mei	3⇄1 + predicate + cardinal selbri	adicity	$x_1$ (property/relation) is $x_2$-ary/-adic
seldji	sel·dji	se djica	2⇄1 + desire	wanted	$x_{1}$ is wanted by $x_{2}$ for purpose $x_{3}$.
kulmu'o	kul·mu'o	ckule mulno	school + complete	graduate	$x_1=c_4=m_1$ graduates/completes coursework from $x_2=c_1$ at location $x_3=c_2$ in subject matter $x_4=c_3$, by the standards of  the administration $x_5=c_5=m_3$
sorselsmu	sor·sel·smu	so'i se smuni	many + 2⇄1 + meaning	polysemous	$x_1$ has many meanings/is polysemous to interpreter $x_2$
sidysmu	sidy·smu	stidi smuni	propose + meaning	figurative meaning	$x_1$ is a figurative/metaphorical/non-literal meaning/interpretation of $x_2$ recognized/seen/accepted by $x_3$ .
mo'isro	mo'i·sro	morji sorcu	remember + hold	memory	$s_1$ is a memory/storage/anamnesis containing facts/data/recollection $s_2=m_2$ within medium/substrate/containment $s_3$, said facts related to subject $m_3$.
dracyselkei	dracy·sel·kei	dracyselkei se kelci	LARP + 2⇄1 + play	LARP	$x_1=d_1=sk_1$ is a role-playing game/ RPG/ LARP or dramatic/ acting game played by performer(s)/ player(s) $x_2=d_5=sk_2$ about $x_3=d_2$ created by author/ company $x_4=d_3$ for audience $x_5=d_4$ .
terge'a	ter·ge'a	te gerna	3⇄1 + grammar	grammatical	$x_1$ is grammatically/syntactically correct in language $x_2$ according to grammar/parser $x_3$.
kevlu'a	kev·lu'a	kevna pluta	cavity + path	tunnel	$p_1=k_1$ is a tunnel through obstacle $k_2$, that stretches from $p_2$ to $p_3$ and goes through points $p_4$ (set)
creti'i	cre·ti'i	certu stidi	competent + propose	protip	$x_1$ suggests/offers expert advice/protip $x_2$ (ka) to $x_3$.
bitygau	bity·gau	birti gasnu	certain + bring about	convert	$g_1$ convinces/persuades $b_1$ that $b_2$ is true.
xautce	xau·tce	xamgu mutce	beneficial + extreme	excellent	$x_1=m_1$ (object/event) is excellent/very good/beneficial for $x_2$ by standard $x_3$.
ziltau	zil·tau	zi'o tanru	nonexistent it + binary metaphor	tanru component	$t_1$ is a tanru component.
sample	sam·ple	skami pelji	computer + paper	computer paper	$x_1$ is computer paper from source $x_2$ for computer/printer $x_3$.
sepcau	sep·cau	sepli claxu	apart + lack	immediate	$s_1$ is immediately next to $x_2$.
neizma	nei·zma	nelci zmadu	fond + exceed	like more	$x_1=n_1=z_1$ likes $x_3=n_2$ more than $x_2=z_2$ does, by margin $x_4=z_4$.
keitci	kei·tci	kelci tutci	play + instrument	toy	$x_1$ is a toy
pongu'e	pon·gu'e	ponjo gugde	Japanese + country	Japan	$p_1=g_1$ is Japan.
toldarsi	tol·darsi	to'e darsi	polar opposite + audacity	reluctant	$x_1$ is timid/shy/abashed/reluctant to do /be $x_2$.
dormidju	dor·midju	donri midju	daytime + center	midday	$m_1$ is the noon (midday) of day $d_2$ at location $d_3$.
sutyterjvi	suty·ter·jvi	sutra te jivna	fast + 3⇄1 + compete	race	$x_1$ is a race between $x_2$ and $x_3$ for prize $x_4$.
cemlanzu	cem·lanzu	cecmu lanzu	community + family	tribal	$l_1=c_1$ is a tribe with members including $l_1$ according standard $l_3$.
saxfri	sax·fri	sarxe lifri	harmonious + experience		$l_1=s_1$ is harmonious, happy or blissful with $l_2=s_2$.
radycru	rady·cru	randa curmi	yield + let	give up	$x_1=r_1=c_1$ abandons / gives up $x_2$ under condition $x_3=r_3=c_3$
zilfadni	zil·fadni	zi'o fadni	nonexistent it + ordinary	common	$f_2$ (ka) is an ordinary / common / general / typical / usual property among $f_3$.
basysi'u	basy·si'u	basti simxu	replace + mutual	replace one another	$x_1$ (plurality/set) replace/trade places with one another in circumstance $x_2$.
selpla	sel·pla	se platu	2⇄1 + measure	plan	$x_{1}$ is a plan/program/scheme made/[put together] by planner $x_{2}$ for state/process $x_{3}$.
ticysku	ticy·sku	tcica cusku	deceive + express	lie	$c_1=t_1$ lies, falsely expressing $c_2$ (text/concept) to audience $c_3=t_2$ by means $c_4$.
mlemau	mle·mau	melbi zmadu	beautiful + exceed	lovelier	$z_1=m_1$ is more beautiful than $z_2$ to $m_2$ in aspect $m_3$ (ka) by amount $z_4$.
bausmu	bau·smu	bangu smuni	language + meaning	meaning	$x_1$ is the meaning of linguistic expression $x_2$ in language $x_3$ according to interpreter $x_4$
xlamau	xla·mau	xlali zmadu	bad + exceed	worse	$x_1=m_1$ is worse than $m_2$ for $x_2$ by standard $x_3$, by amount $m_3$.
pavysmu	pavy·smu	pa smuni	1 + meaning	explicit	$s_1$ is the single, unambiguous meaning of $s_2$ recognized/accepted by $s_3$; $x_2=s_2$ is unambiguous/explicit according to $x_3=s_3$.
sapselga'e	sap·sel·ga'e	sampu se ganse	simple + 2⇄1 + feel	evident	$s_1=g_2$ is evident to $g_1$ by $g_3$ evidence.
cikygau	ciky·gau	cikna gasnu	awake + bring about	wake up	$g_1$ (person/agent) wakes up $c_1$.
selju'o	sel·ju'o	se djuno	2⇄1 + know	knowledge	$d_2$ is knowledge held by $d_1$ about subject $d_3$ by epistemology $d_4$.
toldu'e	tol·du'e	to'e dukse	polar opposite + excess	deficiency	$x_1$ is a shortage/deficiency/insufficiency/derth/too little of $x_2$ by standard $x_3$.
narje'u	nar·je'u	na jetnu	bridi negator + true	not true	$x_1$ (du'u) is not true by standard/epistemology/metaphysics $x_2$
tolpro	tol·pro	to'e fapro	polar opposite + oppose	consent	$p1$ permits/consents $p2$ (person/force ind./mass) about $p3$ (abstract).
dracykei	dracy·kei	dracyselkei kelci	LARP + play	gamer	$x_1=d_1=k_1$ is a role-player / player of role playing game / RPG / LARP or dramatic / acting game $x_2=d_5=k_2$ about $x_3=d_2$ created by author/ company $x_4=d_3$ for audience $x_5=d_4$.
bogda'u	bog·da'u	bongu danlu	bone + animal	Vertebrate	$x_1$ is a vertebrate animal of species $x_2$
kamsutra	kam·sutra	ka sutra	lambda + fast	speed	$k_1$ is the speed of $s_1$ doing/being/bringing about $s_2$.
rapsku	rap·sku	rapli cusku	repeat + express	recapitulate	$c_1$ repeats $c_2$ (sedu'u/text/lu'e concept) for audience $c_3$ via expressive medium $c_4$, $r_2$ times (default: one).
gugja'a	gug·ja'a	gugde jatna	country + captain	president	$j_1$ is the president of people $g_2$ in country $g_3$.
tolcu'i	tol·cu'i	to'e cumki	polar opposite + possible	impossible	$c_1$ (event/state/property) is impossible under condition $c_2$.
ba'usku	ba'u·sku	bacru cusku	utter + express	say	$s_1=b_1$ (agent) says $s_2=b_2$ (sedu'u/text/lu'e concept) for audience $s_3$ through expressive medium $s_4$.
fuktra	fuk·tra	fukpi tarti	copy + behave	imitate	$x_1$ mimics or imitates $x_2$ in doing $x_3$; $x_1$ copies $x_2$'s actions or behavior
poiklo	poi·klo	porsi diklo	sequence + local	substring	$x_1$ (sequence/string) has an occurrence at position/offset $x_2$ (number) in sequence/string $x_3$
kanxa'u	kan·xa'u	kansa xabju	with + dwell	cohabitant	$xa_1=k_1$ is a roommate of/lives with $k_2$ at location/habitat/nest/home/abode $x_3=xa_2$.
selzdi	sel·zdi	se zdile	2⇄1 + amusing	amused	$x_1$ is amused with $x_2$ due to amusing property $x_{3}$.
brirebla	bri·rebla	bridi rebla	predicate + tail	bridi-tail	$x_1$ is a bridi-tail of predicate relationship $x_2$ with relation $x_3$ among arguments (sequence/set) $x_4$.
clatre	cla·tre	clani mitre	long + meter	length	$x_1=m_1=c_1$ measures $x_2=m_2$ meters in its longest direction $x_3=m_3=c_2$ by measurement standard $x_4=m_4$.
